"year","month","statefip","age","sex","race","college","earnweek","hrsworkt","hispanic","ind","hhid","personid","serial"
2022,6,53,37,"Male","White","College degree",2884.61,35,"Not Hispanic",5593,20210306440500,20210306440501,64337
2022,6,53,35,"Female","White","College degree",2884.61,20,"Not Hispanic",1090,20210306440700,20210306440701,64338
2022,6,53,36,"Male","White-American Indian","College degree",2700,20,"Not Hispanic",8680,20210306440700,20210306440702,64338
2022,6,53,34,"Female","White","College degree",1730,42,"Not Hispanic",8570,20220306409300,20220306409301,64341
2022,6,53,33,"Male","White","No college degree",930,32,"Not Hispanic",7580,20210306442600,20210306442601,64362
2022,6,53,52,"Male","White","College degree",2884.61,40,"Not Hispanic",7380,20220306411000,20220306411001,64364
2022,6,53,42,"Male","Asian only","No college degree",2884.61,40,"Not Hispanic",7390,20220306411000,20220306411002,64364
2022,6,53,31,"Female","White","No college degree",646,40,"Not Hispanic",8680,20210306443000,20210306443002,64371
2022,6,53,27,"Male","White","No college degree",2080,40,"Not Hispanic",9370,20210306443000,20210306443005,64371
2022,6,53,30,"Male","White","No college degree",630,24,"Not Hispanic",7680,20210306444700,20210306444701,64385
2022,6,53,51,"Male","White","College degree",1400,40,"Not Hispanic",9370,20220306413600,20220306413601,64392
2022,6,53,51,"Female","White","College degree",1116,40,"Not Hispanic",9370,20220306413600,20220306413602,64392
2022,6,53,66,"Male","White","College degree",1000,40,"Not Hispanic",770,20220306416500,20220306416502,64426
2022,6,53,37,"Female","Asian only","No college degree",1510,40,"Not Hispanic",7980,20220306416600,20220306416601,64428
2022,6,53,39,"Male","White","College degree",2300,45,"Not Hispanic",7470,20220306416600,20220306416602,64428
2022,6,53,37,"Male","White","No college degree",640,45,"Hispanic",170,20210306449700,20210306449701,64437
2022,6,53,62,"Female","White","No college degree",1192,38,"Not Hispanic",6991,20210306452000,20210306452001,64452
2022,6,53,44,"Female","White","College degree",1380,40,"Not Hispanic",8191,20210306453200,20210306453201,64461
2022,6,53,50,"Male","Black","No college degree",640,40,"Not Hispanic",8070,20210306453200,20210306453202,64461
2022,6,53,57,"Female","White","No college degree",654,40,"Not Hispanic",8390,20220306420900,20220306420903,64464
2022,6,53,41,"Female","White","College degree",1078,40,"Not Hispanic",7860,20220306421600,20220306421601,64468
2022,6,53,42,"Male","White","No college degree",1690,40,"Not Hispanic",6870,20220306421600,20220306421602,64468
2022,6,53,52,"Female","White","College degree",1960,50,"Not Hispanic",7860,20210306456200,20210306456202,64480
2022,6,53,24,"Female","White","No college degree",600,30,"Not Hispanic",8090,20210306456200,20210306456204,64480
2022,6,53,60,"Female","White","No college degree",1104,40,"Not Hispanic",4170,20220306424100,20220306424101,64488
2022,6,53,72,"Female","White","College degree",326,14,"Not Hispanic",7580,20220306425700,20220306425701,64506
2022,6,53,46,"Male","Asian only","No college degree",2500,24,"Not Hispanic",4670,20220306426100,20220306426101,64509
2022,6,53,42,"Male","White-Black","No college degree",1500,60,"Not Hispanic",4870,20210306458800,20210306458802,64510
2022,6,53,55,"Female","White","College degree",1690,50,"Not Hispanic",7860,20210306460400,20210306460402,64525
2022,6,53,24,"Male","White","No college degree",1058,40,"Not Hispanic",770,20210306460400,20210306460403,64525
2022,6,53,53,"Male","White","No college degree",1520,40,"Not Hispanic",8770,20210306462300,20210306462301,64545
2022,6,53,55,"Female","White","College degree",2020,40,"Not Hispanic",7860,20210306462300,20210306462302,64545
2022,6,53,36,"Female","White","No college degree",800,73,"Not Hispanic",8180,20220306429600,20220306429601,64546
2022,6,53,36,"Male","White","No college degree",4,2,"Not Hispanic",3580,20220306429600,20220306429602,64546
2022,6,53,47,"Male","White","No college degree",1154,40,"Not Hispanic",4870,20220306430000,20220306430001,64549
2022,6,53,36,"Male","White","No college degree",2540,70,"Not Hispanic",4670,20210306465200,20210306465202,64567
2022,6,53,49,"Male","White","No college degree",740,35,"Not Hispanic",7770,20210306465300,20210306465307,64571
2022,6,53,50,"Female","White","No college degree",360,24,"Not Hispanic",9070,20210306465300,20210306465306,64571
2022,6,53,53,"Female","White","College degree",2300,50,"Not Hispanic",7870,20210306465900,20210306465902,64573
2022,6,53,49,"Female","Asian only","College degree",1630,50,"Not Hispanic",7870,20220306433100,20220306433101,64588
2022,6,53,50,"Male","White","No college degree",924,50,"Not Hispanic",8780,20210306467500,20210306467501,64590
2022,6,53,26,"Female","White","No college degree",1126,45,"Not Hispanic",8191,20210306467500,20210306467502,64590
2022,6,53,32,"Female","Asian only","College degree",2884.61,40,"Not Hispanic",5593,20220306434700,20220306434701,64603
2022,6,53,31,"Male","Asian only","College degree",2884.61,40,"Not Hispanic",5593,20220306434700,20220306434702,64603
2022,6,53,51,"Male","White","College degree",2884.61,40,"Not Hispanic",6490,20220406464900,20220406464901,64612
2022,6,53,48,"Male","White","No college degree",2760,40,"Hispanic",7380,20220406464900,20220406464902,64612
2022,6,53,53,"Male","White","No college degree",700,45,"Hispanic",770,20210306469600,20210306469605,64614
2022,6,53,61,"Female","White","College degree",554,25,"Not Hispanic",7860,20220306436100,20220306436101,64627
2022,6,53,51,"Female","White","College degree",2300,50,"Not Hispanic",7860,20220306436100,20220306436102,64627
2022,6,53,42,"Male","White","College degree",2884.61,50,"Not Hispanic",3960,20210306470700,20210306470701,64635
2022,6,53,43,"Female","White","College degree",924,40,"Not Hispanic",7670,20210306470700,20210306470702,64635
2022,6,53,31,"Female","White","No college degree",600,38,"Not Hispanic",4971,20220306437200,20220306437201,64637
2022,6,53,62,"Female","White","No college degree",500,34,"Not Hispanic",7980,20220306437200,20220306437202,64637
2022,6,53,33,"Male","Asian only","College degree",2700,40,"Not Hispanic",7390,20220306441000,20220306441001,64655
2022,6,53,44,"Male","White","College degree",1220,43,"Not Hispanic",4290,20220306441200,20220306441201,64658
2022,6,53,40,"Female","White","College degree",540,30,"Not Hispanic",8470,20220306441200,20220306441202,64658
2022,6,53,34,"Female","White","No college degree",400,15,"Not Hispanic",770,20210306477000,20210306477002,64668
2022,6,53,37,"Male","White","No college degree",1420,40,"Not Hispanic",770,20210306479000,20210306479001,64693
2022,6,53,43,"Female","Black","College degree",1520,32,"Not Hispanic",9380,20210306479100,20210306479101,64696
2022,6,53,50,"Male","White","No college degree",726,NA,"Not Hispanic",3580,20210306479200,20210306479201,64699
2022,6,53,41,"Female","White","No college degree",2884.61,40,"Hispanic",8680,20220306444900,20220306444901,64706
2022,6,53,35,"Male","White","No college degree",1250,50,"Not Hispanic",7680,20210306480500,20210306480501,64717
2022,6,53,35,"Male","White","College degree",1154,47,"Hispanic",3580,20210306480500,20210306480502,64717
2022,6,53,58,"Male","White","No college degree",1370,40,"Not Hispanic",6370,20220306446200,20220306446201,64723
2022,6,53,29,"Female","White","College degree",2300,20,"Hispanic",7860,20220406477500,20220406477501,64727
2022,6,53,28,"Female","White","College degree",2200,40,"Hispanic",7860,20220406477500,20220406477502,64727
2022,6,53,33,"Female","White","College degree",970,40,"Hispanic",7860,20220306450100,20220306450101,64747
2022,6,53,65,"Male","White","No college degree",680,40,"Not Hispanic",8770,20210306485500,20210306485501,64748
2022,6,53,68,"Female","White","No college degree",472,40,"Not Hispanic",7860,20210306485500,20210306485502,64748
2022,6,53,58,"Female","White","College degree",2260,34,"Not Hispanic",8191,20220306451200,20220306451202,64756
2022,6,53,27,"Male","White","No college degree",800,40,"Not Hispanic",3980,20220306451200,20220306451203,64756
2022,6,53,48,"Male","Asian only","College degree",2880,60,"Not Hispanic",5593,20210306487300,20210306487301,64767
2022,6,53,27,"Female","White","College degree",1136,40,"Not Hispanic",7860,20220306454100,20220306454101,64789
2022,6,53,26,"Male","White","No college degree",770,40,"Not Hispanic",7860,20220306454100,20220306454102,64789
2022,6,53,28,"Male","Black","No college degree",924,45,"Not Hispanic",770,20220306455000,20220306455001,64799
2022,6,53,51,"Male","White","College degree",2884.61,40,"Not Hispanic",3580,20210306489800,20210306489801,64801
2022,6,53,50,"Female","White","No college degree",900,40,"Not Hispanic",6672,20210306489800,20210306489802,64801
2022,6,53,23,"Male","White","College degree",1140,60,"Not Hispanic",770,20220306455500,20220306455501,64803
2022,6,53,21,"Female","Hawaiian/Pacific Islander only","No college degree",920,40,"Not Hispanic",7980,20220306455500,20220306455502,64803
2022,6,53,35,"Male","Black","No college degree",200,10,"Not Hispanic",7890,20220306456400,20220306456401,64816
2022,6,53,22,"Male","White","No college degree",1380,50,"Hispanic",770,20210306491600,20210306491602,64821
2022,6,53,27,"Male","White","No college degree",1200,50,"Hispanic",770,20210306491600,20210306491604,64821
2022,6,53,27,"Male","White","No college degree",1200,50,"Hispanic",770,20210306491600,20210306491603,64821
2022,6,53,42,"Male","White","College degree",2160,36,"Not Hispanic",7860,20220306457800,20220306457801,64830
2022,6,53,41,"Female","White","College degree",2080,38,"Not Hispanic",7860,20220306457800,20220306457802,64830
2022,6,53,58,"Female","Asian only","No college degree",760,40,"Not Hispanic",8590,20220306458600,20220306458601,64837
2022,6,53,51,"Male","Asian only","College degree",1320,40,"Not Hispanic",3380,20220306458600,20220306458602,64837
2022,6,53,43,"Female","White","No college degree",750,2,"Not Hispanic",6672,20210306493200,20210306493201,64838
2022,6,53,69,"Female","White","No college degree",400,23,"Not Hispanic",8570,20220306459000,20220306459001,64839
2022,6,53,33,"Female","White","No college degree",500,40,"Not Hispanic",1280,20220306459800,20220306459801,64844
2022,6,53,45,"Female","White","No college degree",490,30,"Not Hispanic",4971,20210306495900,20210306495901,64866
2022,6,53,62,"Male","White","No college degree",800,40,"Not Hispanic",3875,20210306495900,20210306495902,64866
2022,6,53,79,"Male","White","College degree",576,NA,"Not Hispanic",7590,20220306461900,20220306461902,64868
2022,6,53,35,"Female","White","No college degree",2260,30,"Not Hispanic",8680,20220306461900,20220306461903,64868
2022,6,53,44,"Male","White","No college degree",250,NA,"Not Hispanic",8590,20220306461900,20220306461904,64868
2022,6,53,65,"Female","White","College degree",2480,NA,"Not Hispanic",8191,20210306498300,20210306498302,64885
2022,6,53,36,"Female","White","No college degree",640,32,"Hispanic",8570,20220306465500,20220306465502,64903
2022,6,53,42,"Male","American Indian/Aleut/Eskimo","College degree",1320,40,"Not Hispanic",9490,20210306500800,20210306500801,64908
2022,6,53,27,"Female","White","No college degree",760,NA,"Not Hispanic",8170,20220306466900,20220306466902,64920
2022,6,53,26,"Male","White","No college degree",694,40,"Hispanic",170,20220406499600,20220406499601,64931
2022,6,53,66,"Female","White-American Indian","No college degree",456,24,"Not Hispanic",8170,20210306503600,20210306503601,64935
2022,6,53,52,"Female","White","College degree",2884.61,99,"Not Hispanic",190,20220306471300,20220306471301,64961
2022,6,53,39,"Male","Asian only","No college degree",880,40,"Not Hispanic",8680,20220306471300,20220306471302,64961
2022,6,53,24,"Male","White","No college degree",800,40,"Not Hispanic",770,20220306473700,20220306473701,64984
2022,6,53,49,"Male","White","College degree",1730,40,"Not Hispanic",7860,20210306510400,20210306510401,65011
2022,6,53,49,"Female","White","College degree",556,NA,"Not Hispanic",7860,20210306510400,20210306510402,65011
2022,6,53,62,"Female","White","No college degree",962,40,"Not Hispanic",7860,20210306511800,20210306511801,65025
2022,6,53,65,"Female","White","No college degree",320,16,"Not Hispanic",4971,20220306477400,20220306477401,65027
2022,6,53,68,"Male","White","No college degree",320,16,"Not Hispanic",4971,20220306477400,20220306477402,65027
2022,6,53,23,"Female","White","No college degree",1200,40,"Not Hispanic",8680,20220306480100,20220306480101,65050
2022,6,53,59,"Female","White","No college degree",680,40,"Not Hispanic",1090,20220306481700,20220306481701,65059
2022,6,53,45,"Male","American Indian/Aleut/Eskimo","No college degree",800,40,"Not Hispanic",9370,20220306482200,20220306482202,65061
2022,6,53,50,"Female","White","College degree",1280,NA,"Not Hispanic",9370,20210306517600,20210306517602,65080
2022,6,53,22,"Male","Hawaiian/Pacific Islander only","No college degree",324,48,"Not Hispanic",2190,20220406514900,20220406514903,65083
2022,6,53,42,"Male","White","No college degree",560,40,"Not Hispanic",670,20220306487200,20220306487201,65114
2022,6,53,39,"Female","White","College degree",226,15,"Not Hispanic",2870,20220306487200,20220306487202,65114
2022,6,53,51,"Female","White","No college degree",640,45,"Hispanic",7690,20220306487800,20220306487801,65119
2022,6,53,57,"Male","White","No college degree",1630,40,"Hispanic",170,20220306487800,20220306487802,65119
2022,6,53,44,"Female","White","College degree",1830,50,"Not Hispanic",7860,20210306522400,20210306522401,65120
2022,6,53,54,"Male","White","College degree",840,40,"Not Hispanic",6470,20210306522400,20210306522402,65120
2022,6,53,17,"Male","White","No college degree",232,16,"Not Hispanic",8290,20210306522400,20210306522404,65120
2022,6,53,45,"Female","White","No college degree",2100,36,"Not Hispanic",8191,20210306523300,20210306523301,65135
2022,6,53,42,"Male","White","College degree",2280,40,"Not Hispanic",570,20220306489100,20220306489101,65137
2022,6,53,63,"Male","White","No college degree",346,20,"Not Hispanic",7071,20210306524700,20210306524701,65143
2022,6,53,45,"Male","White","No college degree",2040,42,"Not Hispanic",8180,20220306490800,20220306490801,65151
2022,6,53,32,"Female","White","College degree",924,40,"Not Hispanic",8191,20210306525700,20210306525701,65155
2022,6,53,48,"Male","White","No college degree",1310,35,"Not Hispanic",4870,20210306525700,20210306525702,65155
2022,6,53,62,"Female","White","No college degree",2884.61,60,"Not Hispanic",9370,20210306527800,20210306527802,65184
2022,6,53,31,"Male","White","College degree",1200,NA,"Not Hispanic",570,20220306493600,20220306493601,65187
2022,6,53,30,"Male","American Indian/Aleut/Eskimo","No college degree",640,32,"Not Hispanic",8680,20220306493800,20220306493802,65191
2022,6,54,22,"Male","White","No college degree",700,48,"Not Hispanic",3570,20220306496200,20220306496201,65211
2022,6,54,42,"Female","White","No college degree",480,40,"Not Hispanic",8660,20210306531200,20210306531201,65212
2022,6,54,46,"Female","White","No college degree",770,NA,"Not Hispanic",7970,20220306498400,20220306498404,65221
2022,6,54,40,"Female","White","College degree",56,4,"Not Hispanic",4670,20220306499000,20220306499001,65222
2022,6,54,40,"Male","White","College degree",2500,40,"Not Hispanic",580,20220306499000,20220306499002,65222
2022,6,54,59,"Female","Black","No college degree",1380,40,"Not Hispanic",580,20210306533800,20210306533801,65223
2022,6,54,38,"Female","White","College degree",1380,40,"Not Hispanic",6470,20220306502000,20220306502001,65235
2022,6,54,60,"Female","White","No college degree",1000,48,"Not Hispanic",8270,20210306537300,20210306537301,65243
2022,6,54,64,"Male","White","College degree",1620,NA,"Not Hispanic",8170,20210306538200,20210306538201,65249
2022,6,54,29,"Male","White","College degree",340,20,"Not Hispanic",8191,20210306539600,20210306539603,65258
2022,6,54,26,"Female","White","No college degree",1018,60,"Not Hispanic",8191,20220306507300,20220306507301,65293
2022,6,54,32,"Male","White","No college degree",766,45,"Not Hispanic",180,20210306543100,20210306543101,65300
2022,6,54,23,"Male","White","No college degree",440,60,"Not Hispanic",7770,20220306510100,20220306510102,65324
2022,6,54,50,"Female","White","College degree",1400,55,"Not Hispanic",7470,20210306546300,20210306546301,65332
2022,6,54,51,"Male","White","College degree",1750,50,"Not Hispanic",8680,20210306546300,20210306546302,65332
2022,6,54,51,"Male","White","No college degree",680,40,"Not Hispanic",8660,20210306546500,20210306546501,65335
2022,6,54,52,"Female","White","No college degree",800,40,"Not Hispanic",8090,20210306546500,20210306546502,65335
2022,6,54,48,"Female","White","No college degree",770,40,"Not Hispanic",4670,20210306547000,20210306547001,65336
2022,6,54,34,"Male","White","No college degree",842,40,"Not Hispanic",770,20220306512100,20220306512101,65343
2022,6,54,33,"Female","White","No college degree",688,42,"Not Hispanic",4690,20220306512100,20220306512102,65343
2022,6,54,47,"Female","White","No college degree",600,38,"Not Hispanic",7860,20220306512800,20220306512801,65351
2022,6,54,48,"Male","White","No college degree",924,65,"Not Hispanic",180,20220306512800,20220306512802,65351
2022,6,54,59,"Male","White","No college degree",2884.61,50,"Not Hispanic",4795,20220306515400,20220306515401,65381
2022,6,54,52,"Female","White","No college degree",210,14,"Not Hispanic",180,20220306515400,20220306515402,65381
2022,6,54,16,"Male","White","No college degree",412,20,"Not Hispanic",770,20210306551600,20210306551605,65391
2022,6,54,18,"Male","White","No college degree",1000,50,"Not Hispanic",770,20210306551600,20210306551606,65391
2022,6,54,20,"Male","White","No college degree",1000,50,"Not Hispanic",770,20210306551600,20210306551607,65391
2022,6,54,22,"Male","White","No college degree",1116,50,"Not Hispanic",770,20210306551600,20210306551608,65391
2022,6,54,41,"Male","White","No college degree",620,40,"Not Hispanic",9470,20210306553100,20210306553102,65406
2022,6,54,33,"Female","White","No college degree",800,40,"Not Hispanic",6690,20210306556000,20210306556002,65431
2022,6,54,40,"Female","White","No college degree",1200,40,"Not Hispanic",8270,20220306520300,20220306520301,65434
2022,6,54,38,"Female","White","No college degree",680,40,"Not Hispanic",8270,20220306520300,20220306520303,65434
2022,6,54,64,"Male","White","No college degree",736,44,"Not Hispanic",3895,20220306520600,20220306520601,65437
2022,6,54,49,"Female","White","No college degree",960,40,"Not Hispanic",8191,20210306558000,20210306558001,65443
2022,6,54,52,"Male","White","No college degree",720,40,"Not Hispanic",680,20210306558000,20210306558002,65443
2022,6,54,21,"Female","White","No college degree",640,40,"Not Hispanic",5391,20210306558000,20210306558004,65443
2022,6,54,48,"Male","White","No college degree",1420,42,"Not Hispanic",4870,20220306528500,20220306528501,65507
2022,6,54,57,"Male","White","No college degree",962,1,"Not Hispanic",7870,20210306565500,20210306565501,65509
2022,6,54,56,"Male","White","No college degree",640,40,"Not Hispanic",770,20210306566000,20210306566001,65515
2022,6,54,50,"Female","White","No college degree",692,90,"Not Hispanic",8170,20220306529500,20220306529501,65517
2022,6,54,24,"Female","White","No college degree",368,30,"Not Hispanic",8680,20220306533200,20220306533202,65547
2022,6,54,44,"Female","White","No college degree",692,25,"Not Hispanic",8570,20220306535700,20220306535701,65569
2022,6,54,45,"Male","White","College degree",1880,40,"Not Hispanic",9490,20220306535700,20220306535702,65569
2022,6,54,59,"Female","White","No college degree",328,29,"Not Hispanic",9170,20220306538000,20220306538001,65601
2022,6,54,32,"Male","White","No college degree",600,40,"Not Hispanic",5275,20220306540000,20220306540002,65618
2022,6,54,42,"Female","White","No college degree",334,21,"Not Hispanic",8270,20220406570800,20220406570801,65623
2022,6,54,38,"Male","White","No college degree",600,60,"Not Hispanic",8680,20220406570800,20220406570802,65623
2022,6,54,19,"Male","White","No college degree",386,35,"Not Hispanic",8680,20220406570800,20220406570806,65623
2022,6,54,50,"Male","White","College degree",2884.61,50,"Not Hispanic",6270,20220306541400,20220306541401,65625
2022,6,54,38,"Male","White","No college degree",534,45,"Not Hispanic",3770,20210306579000,20210306579001,65630
2022,6,54,33,"Male","White","College degree",2600,40,"Not Hispanic",7380,20210306582900,20210306582901,65671
2022,6,54,70,"Male","White","No college degree",400,40,"Not Hispanic",770,20220306546800,20220306546801,65692
2022,6,54,54,"Female","White","No college degree",360,NA,"Not Hispanic",8191,20220306546800,20220306546802,65692
2022,6,54,52,"Female","White","No college degree",690,40,"Not Hispanic",9370,20210306584800,20210306584801,65694
2022,6,54,56,"Male","White","No college degree",2220,60,"Not Hispanic",770,20210306584800,20210306584802,65694
2022,6,54,20,"Female","White","No college degree",630,36,"Not Hispanic",7980,20210306584800,20210306584803,65694
2022,6,54,63,"Male","White","No college degree",1780,NA,"Not Hispanic",6290,20210306587800,20210306587801,65738
2022,6,54,35,"Female","White","No college degree",308,40,"Not Hispanic",8090,20210306587800,20210306587803,65738
2022,6,54,34,"Male","White","No college degree",1380,40,"Not Hispanic",8191,20210306588300,20210306588301,65743
2022,6,54,22,"Female","White","No college degree",750,40,"Not Hispanic",8470,20210306588800,20210306588801,65745
2022,6,54,30,"Male","White","No college degree",962,64,"Not Hispanic",9470,20210306588800,20210306588802,65745
2022,6,54,30,"Male","White","No college degree",600,40,"Not Hispanic",7071,20210306589600,20210306589601,65755
2022,6,54,26,"Female","White","No college degree",400,36,"Not Hispanic",8680,20210306589600,20210306589602,65755
2022,6,54,55,"Male","White","College degree",1116,40,"Not Hispanic",9170,20210306591200,20210306591201,65761
2022,6,54,54,"Female","White","College degree",1200,20,"Not Hispanic",8090,20210306591200,20210306591202,65761
2022,6,54,55,"Male","White","No college degree",740,40,"Not Hispanic",7390,20210306592300,20210306592301,65775
2022,6,54,41,"Female","White","No college degree",1500,40,"Not Hispanic",9470,20210306592300,20210306592302,65775
2022,6,54,66,"Female","White","No college degree",702,24,"Not Hispanic",8270,20220306557800,20220306557802,65816
2022,6,54,44,"Male","White","College degree",674,40,"Not Hispanic",3895,20210306598700,20210306598701,65838
2022,6,54,45,"Female","White","No college degree",480,40,"Not Hispanic",8380,20220306560100,20220306560101,65844
2022,6,54,29,"Male","White","No college degree",532,40,"Not Hispanic",5391,20210306599900,20210306599901,65849
2022,6,54,52,"Male","White","No college degree",1154,40,"Not Hispanic",7860,20220306561500,20220306561502,65860
2022,6,54,30,"Female","White","No college degree",300,30,"Not Hispanic",8980,20210306601300,20210306601301,65867
2022,6,54,28,"Female","White","No college degree",496,33,"Not Hispanic",770,20220306562700,20220306562701,65877
2022,6,54,31,"Female","White","No college degree",230,23,"Not Hispanic",4972,20220306563300,20220306563303,65886
2022,6,54,35,"Male","White","No college degree",540,36,"Not Hispanic",8680,20220306563300,20220306563304,65886
2022,6,54,47,"Male","White","No college degree",386,24,"Not Hispanic",6180,20220306564200,20220306564201,65894
2022,6,54,44,"Female","White","College degree",1154,55,"Not Hispanic",8270,20220306564200,20220306564202,65894
2022,6,54,24,"Male","White","No college degree",350,35,"Not Hispanic",4470,20210306605200,20210306605201,65903
2022,6,54,65,"Female","White","No college degree",476,25,"Not Hispanic",8370,20220306566400,20220306566402,65911
2022,6,54,61,"Male","White","No college degree",1000,40,"Not Hispanic",2490,20220306566500,20220306566501,65912
2022,6,54,43,"Male","White","College degree",1440,40,"Not Hispanic",8180,20220306567000,20220306567002,65913
2022,6,54,38,"Female","White","No college degree",854,40,"Not Hispanic",8180,20220306568400,20220306568401,65915
2022,6,54,31,"Male","White","No college degree",886,47,"Hispanic",8380,20220306568900,20220306568901,65918
2022,6,54,38,"Male","White","College degree",848,53,"Hispanic",6390,20220306568900,20220306568902,65918
2022,6,54,85,"Male","White","No college degree",482,40,"Not Hispanic",9470,20210306608700,20210306608701,65922
2022,6,54,57,"Male","White","No college degree",1154,80,"Not Hispanic",570,20220306569600,20220306569601,65925
2022,6,54,25,"Male","White","College degree",2600,40,"Not Hispanic",8191,20220306569600,20220306569603,65925
2022,6,54,63,"Male","White","No college degree",2500,NA,"Not Hispanic",4880,20210306609400,20210306609401,65931
2022,6,54,60,"Female","White","College degree",1154,NA,"Not Hispanic",7860,20210306609400,20210306609402,65931
2022,6,54,36,"Male","White","College degree",1440,55,"Not Hispanic",770,20220306572000,20220306572001,65958
2022,6,54,41,"Female","White","College degree",986,40,"Not Hispanic",770,20220306572000,20220306572002,65958
2022,6,54,51,"Female","White","College degree",1000,NA,"Not Hispanic",7860,20220306573800,20220306573801,65981
2022,6,54,55,"Female","White","College degree",2240,54,"Not Hispanic",7680,20220306573800,20220306573802,65981
2022,6,54,15,"Female","White","No college degree",496,16,"Not Hispanic",8680,20220306573800,20220306573803,65981
2022,6,54,18,"Female","White","No college degree",674,32,"Not Hispanic",8680,20220306573800,20220306573804,65981
2022,6,54,59,"Male","White","No college degree",500,45,"Not Hispanic",770,20210306614800,20210306614802,65988
2022,6,54,47,"Female","White","No college degree",480,40,"Not Hispanic",5391,20220306576400,20220306576401,66002
2022,6,54,23,"Female","White","No college degree",240,24,"Not Hispanic",8680,20220306577000,20220306577001,66005
2022,6,54,27,"Male","Black","No college degree",600,40,"Not Hispanic",2570,20220306577000,20220306577002,66005
2022,6,54,28,"Male","White","College degree",914,45,"Not Hispanic",6970,20220306577700,20220306577701,66009
2022,6,54,44,"Male","White","College degree",1630,40,"Not Hispanic",8191,20220306579400,20220306579401,66027
2022,6,54,43,"Female","White","No college degree",750,40,"Not Hispanic",8191,20220306579400,20220306579402,66027
2022,6,54,49,"Male","White","No college degree",2884.61,60,"Not Hispanic",4670,20220306581200,20220306581201,66040
2022,6,54,58,"Female","White","No college degree",482,40,"Not Hispanic",8090,20220306581200,20220306581202,66040
2022,6,54,21,"Female","White","No college degree",260,8,"Not Hispanic",8090,20220306581200,20220306581203,66040
2022,6,54,25,"Male","White","No college degree",400,20,"Not Hispanic",8680,20220306581200,20220306581204,66040
2022,6,54,42,"Male","White","No college degree",2884.61,70,"Not Hispanic",2290,20210306621500,20210306621501,66047
2022,6,54,22,"Male","White","College degree",550,40,"Not Hispanic",770,20220306582100,20220306582103,66057
2022,6,54,24,"Male","White","No college degree",1250,45,"Not Hispanic",1270,20220306582900,20220306582904,66067
2022,6,54,27,"Female","White","No college degree",300,25,"Not Hispanic",8170,20210306626400,20210306626401,66103
2022,6,54,37,"Male","White","No college degree",990,40,"Not Hispanic",9370,20210306626700,20210306626702,66105
2022,6,54,38,"Female","White","No college degree",1120,35,"Not Hispanic",8170,20210306626700,20210306626705,66105
2022,6,54,68,"Male","White","College degree",1730,60,"Not Hispanic",490,20210306630900,20210306630901,66149
2022,6,54,46,"Female","White","College degree",1000,38,"Not Hispanic",9570,20220306593300,20220306593301,66186
2022,6,54,21,"Female","White","No college degree",2500,48,"Not Hispanic",5370,20220306593300,20220306593302,66186
2022,6,54,37,"Male","White","No college degree",840,NA,"Not Hispanic",2670,20210306636700,20210306636701,66207
2022,6,54,33,"Female","White","College degree",970,40,"Not Hispanic",7860,20210306636700,20210306636702,66207
2022,6,54,42,"Male","White","No college degree",250,25,"Not Hispanic",4971,20210306636800,20210306636801,66210
2022,6,54,19,"Female","White","No college degree",400,40,"Not Hispanic",2370,20210306636800,20210306636802,66210
2022,6,54,27,"Female","White","College degree",640,40,"Not Hispanic",8090,20210306638000,20210306638002,66220
2022,6,54,28,"Male","White","No college degree",1058,40,"Not Hispanic",6870,20220306597900,20220306597901,66227
2022,6,54,28,"Female","White","No college degree",1008,50,"Not Hispanic",8680,20220306597900,20220306597902,66227
2022,6,54,69,"Male","White","No college degree",224,16,"Not Hispanic",7580,20220306599500,20220306599501,66243
2022,6,54,40,"Male","White","No college degree",680,40,"Not Hispanic",6390,20220306599500,20220306599502,66243
2022,6,54,27,"Female","White","No college degree",1146,38,"Not Hispanic",8690,20220306599500,20220306599506,66243
2022,6,54,44,"Male","White","College degree",2884.61,40,"Hispanic",8191,20220306599600,20220306599601,66245
2022,6,54,63,"Male","White","No college degree",924,48,"Not Hispanic",2590,20220306600100,20220306600102,66248
2022,6,54,22,"Male","White","No college degree",580,40,"Not Hispanic",4670,20220306601400,20220306601401,66258
2022,6,54,54,"Female","White","College degree",590,40,"Not Hispanic",5070,20210306646400,20210306646401,66300
2022,6,54,53,"Male","White","College degree",2884.61,50,"Not Hispanic",5070,20210306646400,20210306646402,66300
2022,6,54,40,"Male","White","College degree",2884.61,60,"Not Hispanic",9160,20220306605800,20220306605802,66305
2022,6,54,59,"Male","White","No college degree",616,38,"Not Hispanic",7580,20220306607400,20220306607401,66325
2022,6,54,58,"Male","White","College degree",2884.61,40,"Not Hispanic",7870,20220306610100,20220306610101,66346
2022,6,54,42,"Female","White","College degree",694,40,"Not Hispanic",7870,20220306611900,20220306611901,66364
2022,6,54,45,"Female","White","No college degree",400,35,"Not Hispanic",5391,20220606636700,20220606636701,66367
2022,6,54,46,"Male","White","No college degree",2300,50,"Not Hispanic",380,20220606636700,20220606636702,66367
2022,6,54,41,"Male","Asian only","College degree",1600,40,"Not Hispanic",7870,20220306612500,20220306612501,66372
2022,6,54,85,"Female","Asian only","College degree",866,40,"Not Hispanic",7970,20220306612500,20220306612502,66372
2022,6,54,39,"Male","White","College degree",1600,NA,"Not Hispanic",7870,20210306653600,20210306653601,66377
