country,Indicator.Name,year,healthexp
Peru,Current health expenditure per capita (current US$),2009,207.3756714
Philippines,Current health expenditure per capita (current US$),2009,79.46684265
Palau,Current health expenditure per capita (current US$),2009,932.2166138
Papua New Guinea,Current health expenditure per capita (current US$),2009,38.95797729
Poland,Current health expenditure per capita (current US$),2009,759.6057739
Pre-demographic dividend,Current health expenditure per capita (current US$),2009,56.07192612
Puerto Rico,Current health expenditure per capita (current US$),2009,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2009,NA
Portugal,Current health expenditure per capita (current US$),2009,2279.470703
Paraguay,Current health expenditure per capita (current US$),2009,162.8451996
West Bank and Gaza,Current health expenditure per capita (current US$),2009,NA
Pacific island small states,Current health expenditure per capita (current US$),2009,150.3719808
Post-demographic dividend,Current health expenditure per capita (current US$),2009,4563.239023
French Polynesia,Current health expenditure per capita (current US$),2009,NA
Qatar,Current health expenditure per capita (current US$),2009,1321.488647
Romania,Current health expenditure per capita (current US$),2009,449.3769226
Russian Federation,Current health expenditure per capita (current US$),2009,516.6986084
Rwanda,Current health expenditure per capita (current US$),2009,45.57663345
South Asia,Current health expenditure per capita (current US$),2009,35.78738188
Saudi Arabia,Current health expenditure per capita (current US$),2009,690.5139771
Sudan,Current health expenditure per capita (current US$),2009,110.8227234
Senegal,Current health expenditure per capita (current US$),2009,49.22101974
Singapore,Current health expenditure per capita (current US$),2009,1328.818115
Solomon Islands,Current health expenditure per capita (current US$),2009,91.48025513
Sierra Leone,Current health expenditure per capita (current US$),2009,43.16043091
El Salvador,Current health expenditure per capita (current US$),2009,240.8505402
San Marino,Current health expenditure per capita (current US$),2009,4205.148438
Somalia,Current health expenditure per capita (current US$),2009,NA
Serbia,Current health expenditure per capita (current US$),2009,575.4691162
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2009,73.24837631
South Sudan,Current health expenditure per capita (current US$),2009,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2009,73.64317572
Small states,Current health expenditure per capita (current US$),2009,477.1654273
Sao Tome and Principe,Current health expenditure per capita (current US$),2009,79.11147308
Suriname,Current health expenditure per capita (current US$),2009,396.79245
Slovak Republic,Current health expenditure per capita (current US$),2009,1314.802368
Slovenia,Current health expenditure per capita (current US$),2009,2116.540039
Sweden,Current health expenditure per capita (current US$),2009,4151.79834
Eswatini,Current health expenditure per capita (current US$),2009,261.7923584
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2009,NA
Seychelles,Current health expenditure per capita (current US$),2009,361.5524292
Syrian Arab Republic,Current health expenditure per capita (current US$),2009,92.15205383
Turks and Caicos Islands,Current health expenditure per capita (current US$),2009,NA
Chad,Current health expenditure per capita (current US$),2009,35.86364746
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2009,138.0499144
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2009,426.9454732
Togo,Current health expenditure per capita (current US$),2009,26.36008263
Thailand,Current health expenditure per capita (current US$),2009,152.4512939
Tajikistan,Current health expenditure per capita (current US$),2009,39.00946045
Turkmenistan,Current health expenditure per capita (current US$),2009,194.2539673
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2009,540.2601163
Timor-Leste,Current health expenditure per capita (current US$),2009,48.66091919
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2009,204.3640379
Tonga,Current health expenditure per capita (current US$),2009,126.7018814
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2009,35.78738188
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2009,73.64317572
Trinidad and Tobago,Current health expenditure per capita (current US$),2009,810.3747559
Tunisia,Current health expenditure per capita (current US$),2009,234.1922302
Turkey,Current health expenditure per capita (current US$),2009,500.0683594
Tuvalu,Current health expenditure per capita (current US$),2009,375.3589172
Tanzania,Current health expenditure per capita (current US$),2009,32.85753632
Uganda,Current health expenditure per capita (current US$),2009,55.21174622
Ukraine,Current health expenditure per capita (current US$),2009,168.2019806
Upper middle income,Current health expenditure per capita (current US$),2009,278.685413
Uruguay,Current health expenditure per capita (current US$),2009,813.1199951
United States,Current health expenditure per capita (current US$),2009,7699.429199
Uzbekistan,Current health expenditure per capita (current US$),2009,63.36511612
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2009,267.6556091
"Venezuela, RB",Current health expenditure per capita (current US$),2009,869.5203857
British Virgin Islands,Current health expenditure per capita (current US$),2009,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2009,NA
Vietnam,Current health expenditure per capita (current US$),2009,64.08854675
Vanuatu,Current health expenditure per capita (current US$),2009,83.50608063
World,Current health expenditure per capita (current US$),2009,870.0007783
Samoa,Current health expenditure per capita (current US$),2009,178.949646
Kosovo,Current health expenditure per capita (current US$),2009,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2009,65.47783661
South Africa,Current health expenditure per capita (current US$),2009,413.0740967
Zambia,Current health expenditure per capita (current US$),2009,50.42586517
Zimbabwe,Current health expenditure per capita (current US$),2009,NA
Aruba,Current health expenditure per capita (current US$),2010,NA
Afghanistan,Current health expenditure per capita (current US$),2010,45.58774948
Angola,Current health expenditure per capita (current US$),2010,96.64369965
Albania,Current health expenditure per capita (current US$),2010,NA
Andorra,Current health expenditure per capita (current US$),2010,3754.731445
Arab World,Current health expenditure per capita (current US$),2010,248.8605712
United Arab Emirates,Current health expenditure per capita (current US$),2010,1359.025513
Argentina,Current health expenditure per capita (current US$),2010,891.1377563
Armenia,Current health expenditure per capita (current US$),2010,297.2298889
American Samoa,Current health expenditure per capita (current US$),2010,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2010,631.5810547
Australia,Current health expenditure per capita (current US$),2010,4952.777344
Austria,Current health expenditure per capita (current US$),2010,4796.113281
Azerbaijan,Current health expenditure per capita (current US$),2010,279.2627258
Burundi,Current health expenditure per capita (current US$),2010,26.13816643
Belgium,Current health expenditure per capita (current US$),2010,4449.542969
Benin,Current health expenditure per capita (current US$),2010,30.98649216
Burkina Faso,Current health expenditure per capita (current US$),2010,33.91081619
Bangladesh,Current health expenditure per capita (current US$),2010,20.17736053
Bulgaria,Current health expenditure per capita (current US$),2010,484.7522888
Bahrain,Current health expenditure per capita (current US$),2010,796.3171387
"Bahamas, The",Current health expenditure per capita (current US$),2010,1657.592896
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2010,415.8838806
Belarus,Current health expenditure per capita (current US$),2010,341.7745361
Belize,Current health expenditure per capita (current US$),2010,250.305542
Bermuda,Current health expenditure per capita (current US$),2010,NA
Bolivia,Current health expenditure per capita (current US$),2010,103.0668411
Brazil,Current health expenditure per capita (current US$),2010,891.7641602
Barbados,Current health expenditure per capita (current US$),2010,1097.623901
Brunei Darussalam,Current health expenditure per capita (current US$),2010,803.4937744
Bhutan,Current health expenditure per capita (current US$),2010,69.80043793
Botswana,Current health expenditure per capita (current US$),2010,393.0801392
Central African Republic,Current health expenditure per capita (current US$),2010,16.70606804
Canada,Current health expenditure per capita (current US$),2010,5044.135254
Central Europe and the Baltics,Current health expenditure per capita (current US$),2010,854.9496399
Switzerland,Current health expenditure per capita (current US$),2010,8021.80957
Channel Islands,Current health expenditure per capita (current US$),2010,NA
Chile,Current health expenditure per capita (current US$),2010,871.2634277
China,Current health expenditure per capita (current US$),2010,187.7334747
Cote d'Ivoire,Current health expenditure per capita (current US$),2010,74.44944
Cameroon,Current health expenditure per capita (current US$),2010,58.96177673
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2010,12.8576479
"Congo, Rep.",Current health expenditure per capita (current US$),2010,55.44844437
Colombia,Current health expenditure per capita (current US$),2010,441.3017883
Comoros,Current health expenditure per capita (current US$),2010,67.08797455
Cabo Verde,Current health expenditure per capita (current US$),2010,148.2325287
Costa Rica,Current health expenditure per capita (current US$),2010,665.2514038
Caribbean small states,Current health expenditure per capita (current US$),2010,488.2207928
Cuba,Current health expenditure per capita (current US$),2010,606.6707153
Curacao,Current health expenditure per capita (current US$),2010,NA
Cayman Islands,Current health expenditure per capita (current US$),2010,NA
Cyprus,Current health expenditure per capita (current US$),2010,1959.287231
Czech Republic,Current health expenditure per capita (current US$),2010,1373.931763
Germany,Current health expenditure per capita (current US$),2010,4597.244629
Djibouti,Current health expenditure per capita (current US$),2010,55.47851181
Dominica,Current health expenditure per capita (current US$),2010,384.9183044
Denmark,Current health expenditure per capita (current US$),2010,6011.536621
Dominican Republic,Current health expenditure per capita (current US$),2010,303.6044617
Algeria,Current health expenditure per capita (current US$),2010,228.3995209
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2010,160.4452317
Early-demographic dividend,Current health expenditure per capita (current US$),2010,145.2564291
East Asia & Pacific,Current health expenditure per capita (current US$),2010,479.2070802
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2010,416.8263255
Europe & Central Asia,Current health expenditure per capita (current US$),2010,2152.745213
Ecuador,Current health expenditure per capita (current US$),2010,331.6893005
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2010,111.4353485
Euro area,Current health expenditure per capita (current US$),2010,3836.3088080000002
Eritrea,Current health expenditure per capita (current US$),2010,16.66270638
Spain,Current health expenditure per capita (current US$),2010,2775.140137
Estonia,Current health expenditure per capita (current US$),2010,926.4541626
Ethiopia,Current health expenditure per capita (current US$),2010,16.69390488
European Union,Current health expenditure per capita (current US$),2010,3255.782086
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2010,110.0605347
Finland,Current health expenditure per capita (current US$),2010,4099.587891
Fiji,Current health expenditure per capita (current US$),2010,135.1620636
France,Current health expenditure per capita (current US$),2010,4593.392578
Faroe Islands,Current health expenditure per capita (current US$),2010,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2010,375.6712036
Gabon,Current health expenditure per capita (current US$),2010,216.7141113
United Kingdom,Current health expenditure per capita (current US$),2010,3309.480957
Georgia,Current health expenditure per capita (current US$),2010,262.5267029
Ghana,Current health expenditure per capita (current US$),2010,80.91317749
Gibraltar,Current health expenditure per capita (current US$),2010,NA
Guinea,Current health expenditure per capita (current US$),2010,19.18915367
"Gambia, The",Current health expenditure per capita (current US$),2010,32.28450775
Guinea-Bissau,Current health expenditure per capita (current US$),2010,36.2626915
Equatorial Guinea,Current health expenditure per capita (current US$),2010,311.6481934
Greece,Current health expenditure per capita (current US$),2010,2573.740234
Grenada,Current health expenditure per capita (current US$),2010,456.2245789
Greenland,Current health expenditure per capita (current US$),2010,NA
Guatemala,Current health expenditure per capita (current US$),2010,173.7517853
Guam,Current health expenditure per capita (current US$),2010,NA
Guyana,Current health expenditure per capita (current US$),2010,165.340683
High income,Current health expenditure per capita (current US$),2010,4527.516647
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2010,NA
Honduras,Current health expenditure per capita (current US$),2010,168.5660248
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2010,43.6150294
Croatia,Current health expenditure per capita (current US$),2010,1126.373657
Haiti,Current health expenditure per capita (current US$),2010,54.64093399
Hungary,Current health expenditure per capita (current US$),2010,983.1108398
IBRD only,Current health expenditure per capita (current US$),2010,233.6986164
IDA & IBRD total,Current health expenditure per capita (current US$),2010,189.6494344
IDA total,Current health expenditure per capita (current US$),2010,44.45559141
IDA blend,Current health expenditure per capita (current US$),2010,54.69118868
Indonesia,Current health expenditure per capita (current US$),2010,92.18703461
IDA only,Current health expenditure per capita (current US$),2010,39.18685307
Isle of Man,Current health expenditure per capita (current US$),2010,NA
India,Current health expenditure per capita (current US$),2010,45.25077438
Not classified,Current health expenditure per capita (current US$),2010,NA
Ireland,Current health expenditure per capita (current US$),2010,5128.450684
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2010,440.8525085
Iraq,Current health expenditure per capita (current US$),2010,145.4638519
Iceland,Current health expenditure per capita (current US$),2010,3644.802734
Israel,Current health expenditure per capita (current US$),2010,2211.019043
Italy,Current health expenditure per capita (current US$),2010,3214.546387
Jamaica,Current health expenditure per capita (current US$),2010,234.9303131
Jordan,Current health expenditure per capita (current US$),2010,308.6578979
Japan,Current health expenditure per capita (current US$),2010,4060.190186
Kazakhstan,Current health expenditure per capita (current US$),2010,247.4310608
Kenya,Current health expenditure per capita (current US$),2010,59.16981125
Kyrgyz Republic,Current health expenditure per capita (current US$),2010,61.45328522
Cambodia,Current health expenditure per capita (current US$),2010,54.30473709
Kiribati,Current health expenditure per capita (current US$),2010,139.868927
St. Kitts and Nevis,Current health expenditure per capita (current US$),2010,789.3651123
"Korea, Rep.",Current health expenditure per capita (current US$),2010,1374.272217
Kuwait,Current health expenditure per capita (current US$),2010,1061.365601
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2010,631.8701075
Lao PDR,Current health expenditure per capita (current US$),2010,34.99106598
Lebanon,Current health expenditure per capita (current US$),2010,659.3505249
Liberia,Current health expenditure per capita (current US$),2010,44.5045433
Libya,Current health expenditure per capita (current US$),2010,400.8640442
St. Lucia,Current health expenditure per capita (current US$),2010,433.9896851
Latin America & Caribbean,Current health expenditure per capita (current US$),2010,642.1595682
Least developed countries: UN classification,Current health expenditure per capita (current US$),2010,34.76734788
Low income,Current health expenditure per capita (current US$),2010,39.10205644
Liechtenstein,Current health expenditure per capita (current US$),2010,NA
Sri Lanka,Current health expenditure per capita (current US$),2010,108.6149597
Lower middle income,Current health expenditure per capita (current US$),2010,60.63566291
Low & middle income,Current health expenditure per capita (current US$),2010,181.6098069
Lesotho,Current health expenditure per capita (current US$),2010,92.61012268
Late-demographic dividend,Current health expenditure per capita (current US$),2010,326.5454073
Lithuania,Current health expenditure per capita (current US$),2010,805.2244873
Luxembourg,Current health expenditure per capita (current US$),2010,7452.205078
Latvia,Current health expenditure per capita (current US$),2010,689.0772095
"Macao SAR, China",Current health expenditure per capita (current US$),2010,NA
St. Martin (French part),Current health expenditure per capita (current US$),2010,NA
Morocco,Current health expenditure per capita (current US$),2010,168.6640167
Monaco,Current health expenditure per capita (current US$),2010,3369.151123
Moldova,Current health expenditure per capita (current US$),2010,198.2889404
Madagascar,Current health expenditure per capita (current US$),2010,21.95882225
Maldives,Current health expenditure per capita (current US$),2010,602.659668
Middle East & North Africa,Current health expenditure per capita (current US$),2010,341.5410096
Mexico,Current health expenditure per capita (current US$),2010,538.744751
Marshall Islands,Current health expenditure per capita (current US$),2010,488.5588989
Middle income,Current health expenditure per capita (current US$),2010,194.9003016
North Macedonia,Current health expenditure per capita (current US$),2010,305.2325745
Mali,Current health expenditure per capita (current US$),2010,32.6487999
Malta,Current health expenditure per capita (current US$),2010,1733.668823
Myanmar,Current health expenditure per capita (current US$),2010,15.08073807
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2010,224.7663073
Montenegro,Current health expenditure per capita (current US$),2010,NA
Mongolia,Current health expenditure per capita (current US$),2010,99.10882568
Northern Mariana Islands,Current health expenditure per capita (current US$),2010,NA
Mozambique,Current health expenditure per capita (current US$),2010,21.47371101
Mauritania,Current health expenditure per capita (current US$),2010,41.11913681
Mauritius,Current health expenditure per capita (current US$),2010,367.1207886
Malawi,Current health expenditure per capita (current US$),2010,33.22835541
Malaysia,Current health expenditure per capita (current US$),2010,292.8907166
North America,Current health expenditure per capita (current US$),2010,7668.746009
Namibia,Current health expenditure per capita (current US$),2010,504.5536499
New Caledonia,Current health expenditure per capita (current US$),2010,NA
Niger,Current health expenditure per capita (current US$),2010,23.91414452
Nigeria,Current health expenditure per capita (current US$),2010,76.7208786
Nicaragua,Current health expenditure per capita (current US$),2010,107.6079636
Netherlands,Current health expenditure per capita (current US$),2010,5186.632813
Norway,Current health expenditure per capita (current US$),2010,7859.516113
Nepal,Current health expenditure per capita (current US$),2010,29.97179604
Nauru,Current health expenditure per capita (current US$),2010,650.2315674
New Zealand,Current health expenditure per capita (current US$),2010,3216.223633
OECD members,Current health expenditure per capita (current US$),2010,4056.587564
Oman,Current health expenditure per capita (current US$),2010,529.076416
Other small states,Current health expenditure per capita (current US$),2010,518.7642597
Pakistan,Current health expenditure per capita (current US$),2010,26.5686245
Panama,Current health expenditure per capita (current US$),2010,579.5228271
Peru,Current health expenditure per capita (current US$),2010,239.3392792
Philippines,Current health expenditure per capita (current US$),2010,91.84031677
Palau,Current health expenditure per capita (current US$),2010,1037.799683
Papua New Guinea,Current health expenditure per capita (current US$),2010,42.25284195
Poland,Current health expenditure per capita (current US$),2010,809.1994019
Pre-demographic dividend,Current health expenditure per capita (current US$),2010,57.12727904
Puerto Rico,Current health expenditure per capita (current US$),2010,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2010,NA
Portugal,Current health expenditure per capita (current US$),2010,2213.0979
Paraguay,Current health expenditure per capita (current US$),2010,202.8670044
West Bank and Gaza,Current health expenditure per capita (current US$),2010,NA
Pacific island small states,Current health expenditure per capita (current US$),2010,160.1151518
Post-demographic dividend,Current health expenditure per capita (current US$),2010,4725.830189
French Polynesia,Current health expenditure per capita (current US$),2010,NA
Qatar,Current health expenditure per capita (current US$),2010,1257.945923
Romania,Current health expenditure per capita (current US$),2010,472.2075195
Russian Federation,Current health expenditure per capita (current US$),2010,567.3776855
Rwanda,Current health expenditure per capita (current US$),2010,48.70920181
South Asia,Current health expenditure per capita (current US$),2010,41.61968926
Saudi Arabia,Current health expenditure per capita (current US$),2010,702.5631104
Sudan,Current health expenditure per capita (current US$),2010,109.0749969
Senegal,Current health expenditure per capita (current US$),2010,50.22180939
Singapore,Current health expenditure per capita (current US$),2010,1513.565918
Solomon Islands,Current health expenditure per capita (current US$),2010,93.66629028
Sierra Leone,Current health expenditure per capita (current US$),2010,43.68095779
El Salvador,Current health expenditure per capita (current US$),2010,246.4757996
San Marino,Current health expenditure per capita (current US$),2010,4001.796875
Somalia,Current health expenditure per capita (current US$),2010,NA
Serbia,Current health expenditure per capita (current US$),2010,545.2910767
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2010,83.23360238
South Sudan,Current health expenditure per capita (current US$),2010,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2010,83.69791129
Small states,Current health expenditure per capita (current US$),2010,489.6699994
Sao Tome and Principe,Current health expenditure per capita (current US$),2010,77.33300018
Suriname,Current health expenditure per capita (current US$),2010,417.6893921
Slovak Republic,Current health expenditure per capita (current US$),2010,1295.278931
Slovenia,Current health expenditure per capita (current US$),2010,2015.18042
Sweden,Current health expenditure per capita (current US$),2010,4437.119141
Eswatini,Current health expenditure per capita (current US$),2010,317.0351868
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2010,NA
Seychelles,Current health expenditure per capita (current US$),2010,512.2929688
Syrian Arab Republic,Current health expenditure per capita (current US$),2010,94.25392151
Turks and Caicos Islands,Current health expenditure per capita (current US$),2010,NA
Chad,Current health expenditure per capita (current US$),2010,36.48620987
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2010,160.4558701
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2010,460.7139697
Togo,Current health expenditure per capita (current US$),2010,31.08581161
Thailand,Current health expenditure per capita (current US$),2010,172.0576935
Tajikistan,Current health expenditure per capita (current US$),2010,42.34384155
Turkmenistan,Current health expenditure per capita (current US$),2010,221.798584
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2010,642.001798
Timor-Leste,Current health expenditure per capita (current US$),2010,51.43389511
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2010,224.7663073
Tonga,Current health expenditure per capita (current US$),2010,177.7108917
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2010,41.61968926
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2010,83.69791129
Trinidad and Tobago,Current health expenditure per capita (current US$),2010,861.5410156
Tunisia,Current health expenditure per capita (current US$),2010,243.6066589
Turkey,Current health expenditure per capita (current US$),2010,539.3276978
Tuvalu,Current health expenditure per capita (current US$),2010,500.0084839
Tanzania,Current health expenditure per capita (current US$),2010,36.10598373
Uganda,Current health expenditure per capita (current US$),2010,62.66848373
Ukraine,Current health expenditure per capita (current US$),2010,202.3390503
Upper middle income,Current health expenditure per capita (current US$),2010,323.4364883
Uruguay,Current health expenditure per capita (current US$),2010,1025.997681
United States,Current health expenditure per capita (current US$),2010,7957.279297
Uzbekistan,Current health expenditure per capita (current US$),2010,76.91677094
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2010,283.5782471
"Venezuela, RB",Current health expenditure per capita (current US$),2010,926.7297363
British Virgin Islands,Current health expenditure per capita (current US$),2010,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2010,NA
Vietnam,Current health expenditure per capita (current US$),2010,78.18682861
Vanuatu,Current health expenditure per capita (current US$),2010,100.099884
World,Current health expenditure per capita (current US$),2010,908.9431446
Samoa,Current health expenditure per capita (current US$),2010,192.5092468
Kosovo,Current health expenditure per capita (current US$),2010,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2010,67.54758453
South Africa,Current health expenditure per capita (current US$),2010,539.567627
Zambia,Current health expenditure per capita (current US$),2010,54.42088318
Zimbabwe,Current health expenditure per capita (current US$),2010,91.17743683
Aruba,Current health expenditure per capita (current US$),2011,NA
Afghanistan,Current health expenditure per capita (current US$),2011,51.55325699
Angola,Current health expenditure per capita (current US$),2011,122.1177979
Albania,Current health expenditure per capita (current US$),2011,NA
Andorra,Current health expenditure per capita (current US$),2011,4013.911865
Arab World,Current health expenditure per capita (current US$),2011,283.9506454
United Arab Emirates,Current health expenditure per capita (current US$),2011,1483.969604
Argentina,Current health expenditure per capita (current US$),2011,1068.610596
Armenia,Current health expenditure per capita (current US$),2011,330.6855774
American Samoa,Current health expenditure per capita (current US$),2011,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2011,631.9776611
Australia,Current health expenditure per capita (current US$),2011,5876.865723
Austria,Current health expenditure per capita (current US$),2011,5161.058105
Azerbaijan,Current health expenditure per capita (current US$),2011,325.0741272
Burundi,Current health expenditure per capita (current US$),2011,24.89590454
Belgium,Current health expenditure per capita (current US$),2011,4856.177734
Benin,Current health expenditure per capita (current US$),2011,34.87116241
Burkina Faso,Current health expenditure per capita (current US$),2011,34.87395477
Bangladesh,Current health expenditure per capita (current US$),2011,22.15707016
Bulgaria,Current health expenditure per capita (current US$),2011,555.8641968
Bahrain,Current health expenditure per capita (current US$),2011,805.2404175
"Bahamas, The",Current health expenditure per capita (current US$),2011,1661.677979
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2011,463.5262146
Belarus,Current health expenditure per capita (current US$),2011,317.9577942
Belize,Current health expenditure per capita (current US$),2011,254.4269562
Bermuda,Current health expenditure per capita (current US$),2011,NA
Bolivia,Current health expenditure per capita (current US$),2011,122.9997711
Brazil,Current health expenditure per capita (current US$),2011,1025.490356
Barbados,Current health expenditure per capita (current US$),2011,1145.173096
Brunei Darussalam,Current health expenditure per capita (current US$),2011,876.434082
Bhutan,Current health expenditure per capita (current US$),2011,74.48532104
Botswana,Current health expenditure per capita (current US$),2011,432.3349915
Central African Republic,Current health expenditure per capita (current US$),2011,18.75053978
Canada,Current health expenditure per capita (current US$),2011,5361.238281
Central Europe and the Baltics,Current health expenditure per capita (current US$),2011,906.5104341
Switzerland,Current health expenditure per capita (current US$),2011,9572.171875
Channel Islands,Current health expenditure per capita (current US$),2011,NA
Chile,Current health expenditure per capita (current US$),2011,995.8383179
China,Current health expenditure per capita (current US$),2011,237.9336243
Cote d'Ivoire,Current health expenditure per capita (current US$),2011,74.66671753
Cameroon,Current health expenditure per capita (current US$),2011,48.59146118
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2011,12.64191055
"Congo, Rep.",Current health expenditure per capita (current US$),2011,60.71307755
Colombia,Current health expenditure per capita (current US$),2011,489.4076843
Comoros,Current health expenditure per capita (current US$),2011,78.60990906
Cabo Verde,Current health expenditure per capita (current US$),2011,158.1145935
Costa Rica,Current health expenditure per capita (current US$),2011,754.9591064
Caribbean small states,Current health expenditure per capita (current US$),2011,507.6235526
Cuba,Current health expenditure per capita (current US$),2011,692.5626831
Curacao,Current health expenditure per capita (current US$),2011,NA
Cayman Islands,Current health expenditure per capita (current US$),2011,NA
Cyprus,Current health expenditure per capita (current US$),2011,2153.427246
Czech Republic,Current health expenditure per capita (current US$),2011,1516.55542
Germany,Current health expenditure per capita (current US$),2011,5021.630859
Djibouti,Current health expenditure per capita (current US$),2011,67.80436707
Dominica,Current health expenditure per capita (current US$),2011,372.7347412
Denmark,Current health expenditure per capita (current US$),2011,6281.004395
Dominican Republic,Current health expenditure per capita (current US$),2011,327.8554993
Algeria,Current health expenditure per capita (current US$),2011,286.1520081
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2011,199.5902495
Early-demographic dividend,Current health expenditure per capita (current US$),2011,158.4187642
East Asia & Pacific,Current health expenditure per capita (current US$),2011,587.847715
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2011,474.0953062
Europe & Central Asia,Current health expenditure per capita (current US$),2011,2333.422803
Ecuador,Current health expenditure per capita (current US$),2011,410.8297729
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2011,123.259613
Euro area,Current health expenditure per capita (current US$),2011,4100.496851
Eritrea,Current health expenditure per capita (current US$),2011,24.19223976
Spain,Current health expenditure per capita (current US$),2011,2894.764404
Estonia,Current health expenditure per capita (current US$),2011,1014.639282
Ethiopia,Current health expenditure per capita (current US$),2011,15.12680435
European Union,Current health expenditure per capita (current US$),2011,3511.631894
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2011,106.0921696
Finland,Current health expenditure per capita (current US$),2011,4548.829102
Fiji,Current health expenditure per capita (current US$),2011,148.2068634
France,Current health expenditure per capita (current US$),2011,4933.404785
Faroe Islands,Current health expenditure per capita (current US$),2011,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2011,393.6125488
Gabon,Current health expenditure per capita (current US$),2011,274.0899963
United Kingdom,Current health expenditure per capita (current US$),2011,3501.949707
Georgia,Current health expenditure per capita (current US$),2011,290.2702637
Ghana,Current health expenditure per capita (current US$),2011,99.81391907
Gibraltar,Current health expenditure per capita (current US$),2011,NA
Guinea,Current health expenditure per capita (current US$),2011,23.30078888
"Gambia, The",Current health expenditure per capita (current US$),2011,32.12828445
Guinea-Bissau,Current health expenditure per capita (current US$),2011,41.48436356
Equatorial Guinea,Current health expenditure per capita (current US$),2011,333.2712097
Greece,Current health expenditure per capita (current US$),2011,2354.009277
Grenada,Current health expenditure per capita (current US$),2011,460.0105591
Greenland,Current health expenditure per capita (current US$),2011,NA
Guatemala,Current health expenditure per capita (current US$),2011,189.2414093
Guam,Current health expenditure per capita (current US$),2011,NA
Guyana,Current health expenditure per capita (current US$),2011,177.7289276
High income,Current health expenditure per capita (current US$),2011,4868.984293
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2011,NA
Honduras,Current health expenditure per capita (current US$),2011,186.47229
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2011,46.63439401
Croatia,Current health expenditure per capita (current US$),2011,1132.498901
Haiti,Current health expenditure per capita (current US$),2011,75.37247467
Hungary,Current health expenditure per capita (current US$),2011,1063.432251
IBRD only,Current health expenditure per capita (current US$),2011,268.9690768
IDA & IBRD total,Current health expenditure per capita (current US$),2011,216.9317828
IDA total,Current health expenditure per capita (current US$),2011,47.59540365
IDA blend,Current health expenditure per capita (current US$),2011,58.25371533
Indonesia,Current health expenditure per capita (current US$),2011,107.4081497
IDA only,Current health expenditure per capita (current US$),2011,42.09602929
Isle of Man,Current health expenditure per capita (current US$),2011,NA
India,Current health expenditure per capita (current US$),2011,48.72283554
Not classified,Current health expenditure per capita (current US$),2011,NA
